#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
MGYG000000005_00656	216816.GS08_07185	1.06e-197	548.0	COG4667@1|root,COG4667@2|Bacteria,2I8R7@201174|Actinobacteria,4CZUH@85004|Bifidobacteriales	201174|Actinobacteria	S	Patatin-like phospholipase	-	-	-	-	-	-	-	-	-	-	-	-	Patatin
MGYG000000005_00688	216816.GS08_07370	1.36e-204	565.0	COG2852@1|root,COG2852@2|Bacteria,2I2HQ@201174|Actinobacteria,4D00A@85004|Bifidobacteriales	201174|Actinobacteria	S	Protein conserved in bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000005_00541	216816.GS08_03120	5.31e-232	642.0	COG2855@1|root,COG2855@2|Bacteria,2GS6E@201174|Actinobacteria,4CZWB@85004|Bifidobacteriales	201174|Actinobacteria	S	Conserved hypothetical protein 698	-	-	-	-	-	-	-	-	-	-	-	-	Cons_hypoth698
MGYG000000005_01770	216816.GS08_03695	1.63e-116	334.0	COG0245@1|root,COG0245@2|Bacteria,2II8H@201174|Actinobacteria,4D0X6@85004|Bifidobacteriales	201174|Actinobacteria	H	Involved in the biosynthesis of isopentenyl diphosphate (IPP) and dimethylallyl diphosphate (DMAPP), two major building blocks of isoprenoid compounds. Catalyzes the conversion of 4- diphosphocytidyl-2-C-methyl-D-erythritol 2-phosphate (CDP-ME2P) to 2-C-methyl-D-erythritol 2,4-cyclodiphosphate (ME-CPP) with a corresponding release of cytidine 5-monophosphate (CMP)	ispF	-	2.7.7.60,4.6.1.12	ko:K01770,ko:K12506	ko00900,ko01100,ko01110,ko01130,map00900,map01100,map01110,map01130	M00096	R05633,R05637	RC00002,RC01440	ko00000,ko00001,ko00002,ko01000	-	-	-	IspD,YgbB
MGYG000000005_00468	326426.Bbr_0541	4.59e-118	337.0	COG1854@1|root,COG1854@2|Bacteria,2GJVF@201174|Actinobacteria,4CYZ4@85004|Bifidobacteriales	201174|Actinobacteria	H	Involved in the synthesis of autoinducer 2 (AI-2) which is secreted by bacteria and is used to communicate both the cell density and the metabolic potential of the environment. The regulation of gene expression in response to changes in cell density is called quorum sensing. Catalyzes the transformation of S-ribosylhomocysteine (RHC) to homocysteine (HC) and 4,5- dihydroxy-2,3-pentadione (DPD)	luxS	-	4.4.1.21	ko:K07173	ko00270,ko01100,ko01230,ko02024,ko02026,ko05111,map00270,map01100,map01230,map02024,map02026,map05111	M00609	R01291	RC00069,RC01929	ko00000,ko00001,ko00002,ko01000	-	-	-	LuxS
MGYG000000005_00434	216816.GS08_02625	0.0	945.0	COG0847@1|root,COG0847@2|Bacteria,2IC59@201174|Actinobacteria,4CZY1@85004|Bifidobacteriales	201174|Actinobacteria	L	Psort location Cytoplasmic, score	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000005_00907	158787.BSCA_1804	2.35e-180	513.0	COG4924@1|root,COG4924@2|Bacteria,2IB33@201174|Actinobacteria,4D02A@85004|Bifidobacteriales	201174|Actinobacteria	S	Psort location Cytoplasmic, score 8.87	-	-	-	-	-	-	-	-	-	-	-	-	DUF2220,DUF3322
MGYG000000005_01669	216816.GS08_05415	2.34e-302	828.0	2EKVE@1|root,33EIZ@2|Bacteria,2HZ8H@201174|Actinobacteria,4CYRN@85004|Bifidobacteriales	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000005_01016	762211.BSTEL_2079	0.000108	41.6	2A6VR@1|root,30VQB@2|Bacteria,2HA1W@201174|Actinobacteria,4D2N5@85004|Bifidobacteriales	762211.BSTEL_2079|-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000005_01697	326426.Bbr_1047	2.15e-91	284.0	COG0833@1|root,COG0833@2|Bacteria,2I2DX@201174|Actinobacteria,4D2V7@85004|Bifidobacteriales	201174|Actinobacteria	E	amino acid	-	-	-	ko:K16235	-	-	-	-	ko00000,ko02000	2.A.3.1.10	-	-	AA_permease
MGYG000000005_01736	216816.GS08_04115	1.06e-206	573.0	COG1611@1|root,COG1611@2|Bacteria,2GKJH@201174|Actinobacteria,4CZ8R@85004|Bifidobacteriales	201174|Actinobacteria	S	Belongs to the LOG family	fmt2	-	3.2.2.10	ko:K06966	ko00230,ko00240,map00230,map00240	-	R00182,R00510	RC00063,RC00318	ko00000,ko00001,ko01000	-	-	-	Lysine_decarbox
MGYG000000005_01218	103733.JNYO01000030_gene1493	2.27e-13	68.2	COG1826@1|root,COG1826@2|Bacteria,2GQQX@201174|Actinobacteria,4E722@85010|Pseudonocardiales	201174|Actinobacteria	U	Part of the twin-arginine translocation (Tat) system that transports large folded proteins containing a characteristic twin-arginine motif in their signal peptide across membranes. TatA could form the protein-conducting channel of the Tat system	tatA	GO:0008150,GO:0040007	-	ko:K03116	ko03060,ko03070,map03060,map03070	M00336	-	-	ko00000,ko00001,ko00002,ko02044	2.A.64	-	-	MttA_Hcf106,Pro-rich
MGYG000000005_01251	326426.Bbr_0130	9.1e-163	455.0	COG0637@1|root,COG0637@2|Bacteria,2GJNG@201174|Actinobacteria,4CYZV@85004|Bifidobacteriales	201174|Actinobacteria	S	HAD hydrolase, family IA, variant 3	-	-	-	-	-	-	-	-	-	-	-	-	HAD_2
MGYG000000005_01283	216816.GS08_00865	2.15e-159	446.0	COG0406@1|root,COG0406@2|Bacteria,2GMXF@201174|Actinobacteria,4CZ0Z@85004|Bifidobacteriales	201174|Actinobacteria	G	Phosphoglycerate mutase family	-	GO:0005575,GO:0005623,GO:0005886,GO:0008150,GO:0016020,GO:0040007,GO:0044464,GO:0071944	-	-	-	-	-	-	-	-	-	-	His_Phos_1
MGYG000000005_01320	216816.GS08_01200	0.0	872.0	COG0534@1|root,COG0534@2|Bacteria,2GJE3@201174|Actinobacteria,4CZ75@85004|Bifidobacteriales	201174|Actinobacteria	V	MatE	dinF	-	-	-	-	-	-	-	-	-	-	-	MatE
MGYG000000005_01353	216816.GS08_06920	0.0	940.0	COG1070@1|root,COG1070@2|Bacteria,2GNCR@201174|Actinobacteria,4D2SW@85004|Bifidobacteriales	201174|Actinobacteria	G	FGGY family of carbohydrate kinases, N-terminal domain	-	-	2.7.1.17	ko:K00854	ko00040,ko01100,map00040,map01100	M00014	R01639	RC00002,RC00538	ko00000,ko00001,ko00002,ko01000	-	-	-	FGGY_C,FGGY_N
MGYG000000005_01385	216816.GS08_06730	0.0	986.0	COG0773@1|root,COG0773@2|Bacteria,2I2E7@201174|Actinobacteria,4CZ3B@85004|Bifidobacteriales	201174|Actinobacteria	M	Belongs to the MurCDEF family	murC	-	6.3.2.8	ko:K01924	ko00471,ko00550,ko01100,map00471,map00550,map01100	-	R03193	RC00064,RC00141	ko00000,ko00001,ko01000,ko01011	-	-	-	FtsQ,Mur_ligase,Mur_ligase_C,Mur_ligase_M,POTRA_1
MGYG000000005_01418	216816.GS08_06565	0.0	1002.0	COG0285@1|root,COG0285@2|Bacteria,2GJP2@201174|Actinobacteria,4CZG9@85004|Bifidobacteriales	201174|Actinobacteria	H	Mur ligase middle domain	folC	GO:0003674,GO:0003824,GO:0004326,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006575,GO:0006725,GO:0006732,GO:0006760,GO:0006761,GO:0006807,GO:0008150,GO:0008152,GO:0008841,GO:0009058,GO:0009108,GO:0009396,GO:0009987,GO:0016053,GO:0016874,GO:0016879,GO:0016881,GO:0018130,GO:0019438,GO:0019752,GO:0034641,GO:0042398,GO:0042558,GO:0042559,GO:0043436,GO:0043603,GO:0043604,GO:0043648,GO:0043650,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0046452,GO:0046483,GO:0046900,GO:0046901,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	6.3.2.12,6.3.2.17	ko:K11754	ko00790,ko01100,map00790,map01100	M00126,M00841	R00942,R02237,R04241	RC00064,RC00090,RC00162	ko00000,ko00001,ko00002,ko01000	-	-	iNJ661.Rv2447c	Mur_ligase_C,Mur_ligase_M,Val_tRNA-synt_C
MGYG000000005_01450	1437610.BREU_1220	0.0	1147.0	COG1132@1|root,COG1132@2|Bacteria,2GITR@201174|Actinobacteria,4CZ32@85004|Bifidobacteriales	201174|Actinobacteria	V	ABC transporter	-	-	-	ko:K06147	-	-	-	-	ko00000,ko02000	3.A.1.106,3.A.1.109,3.A.1.21	-	-	ABC_membrane,ABC_tran
MGYG000000005_01547	1437608.BBIA_2538	3.65e-183	530.0	COG0514@1|root,COG0514@2|Bacteria,2GJSS@201174|Actinobacteria,4D01D@85004|Bifidobacteriales	201174|Actinobacteria	F	RecQ zinc-binding	-	-	3.6.4.12	ko:K03654	ko03018,map03018	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	DEAD,HRDC,Helicase_C,RQC,RecQ_Zn_bind
MGYG000000005_01580	216816.GS08_09570	3.91e-304	830.0	COG0460@1|root,COG0460@2|Bacteria,2GIX9@201174|Actinobacteria,4CZVD@85004|Bifidobacteriales	201174|Actinobacteria	E	Homoserine dehydrogenase	hom	GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0008150,GO:0016020,GO:0030312,GO:0040007,GO:0044464,GO:0071944	1.1.1.3,2.7.2.4	ko:K00003,ko:K12524	ko00260,ko00261,ko00270,ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00260,map00261,map00270,map00300,map01100,map01110,map01120,map01130,map01230	M00016,M00017,M00018,M00526,M00527	R00480,R01773,R01775	RC00002,RC00043,RC00087	ko00000,ko00001,ko00002,ko01000	-	-	iNJ661.Rv1294	ACT,Homoserine_dh,NAD_binding_3
MGYG000000005_01612	216816.GS08_09715	9.05e-255	701.0	COG1088@1|root,COG1088@2|Bacteria,2GNDU@201174|Actinobacteria,4CZZY@85004|Bifidobacteriales	201174|Actinobacteria	M	Belongs to the NAD(P)-dependent epimerase dehydratase family. dTDP-glucose dehydratase subfamily	rmlB	GO:0000166,GO:0000271,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005618,GO:0005623,GO:0005975,GO:0005976,GO:0006139,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008460,GO:0009058,GO:0009059,GO:0009225,GO:0009226,GO:0009987,GO:0016051,GO:0016829,GO:0016835,GO:0016836,GO:0018130,GO:0019305,GO:0019438,GO:0030312,GO:0033692,GO:0034637,GO:0034641,GO:0034645,GO:0034654,GO:0036094,GO:0040007,GO:0043167,GO:0043168,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044262,GO:0044264,GO:0044271,GO:0044281,GO:0044464,GO:0045226,GO:0046379,GO:0046383,GO:0046483,GO:0048037,GO:0050662,GO:0051287,GO:0055086,GO:0070404,GO:0071704,GO:0071944,GO:0097159,GO:1901135,GO:1901137,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901576	4.2.1.46	ko:K01710	ko00521,ko00523,ko00525,ko01055,ko01130,map00521,map00523,map00525,map01055,map01130	M00793	R06513	RC00402	ko00000,ko00001,ko00002,ko01000	-	-	iNJ661.Rv3464	GDP_Man_Dehyd
MGYG000000005_01644	326426.Bbr_1430	5.3e-174	487.0	COG0619@1|root,COG0619@2|Bacteria,2GM93@201174|Actinobacteria,4CZXW@85004|Bifidobacteriales	201174|Actinobacteria	P	Cobalt transport protein	cbiQ	-	-	ko:K16785	ko02010,map02010	M00582	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.25,3.A.1.28,3.A.1.29,3.A.1.30,3.A.1.31,3.A.1.32,3.A.1.33,3.A.1.35	-	-	CbiQ
MGYG000000005_01678	216816.GS08_05375	1.59e-65	199.0	2B5BE@1|root,31Y5K@2|Bacteria,2IQT5@201174|Actinobacteria,4D17A@85004|Bifidobacteriales	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000005_01710	216816.GS08_05150	1.04e-73	228.0	COG5006@1|root,COG5006@2|Bacteria,2GJKB@201174|Actinobacteria,4D03A@85004|Bifidobacteriales	201174|Actinobacteria	S	EamA-like transporter family	-	-	-	ko:K11939	-	-	-	-	ko00000,ko02000	2.A.7.3.6	-	-	EamA
MGYG000000005_01744	566552.BIFCAT_01909	1.56e-312	852.0	COG2873@1|root,COG2873@2|Bacteria,2I2EB@201174|Actinobacteria,4CZCT@85004|Bifidobacteriales	201174|Actinobacteria	E	Aminotransferase class-V	-	-	2.5.1.49	ko:K01740	ko00270,ko01100,map00270,map01100	-	R01287,R04859	RC00020,RC02821,RC02848	ko00000,ko00001,ko01000	-	-	-	Cys_Met_Meta_PP
MGYG000000005_01777	216816.GS08_03665	1.57e-192	534.0	COG0561@1|root,COG0561@2|Bacteria,2HZD0@201174|Actinobacteria,4CZ4N@85004|Bifidobacteriales	201174|Actinobacteria	T	Eukaryotic phosphomannomutase	-	-	-	-	-	-	-	-	-	-	-	-	Hydrolase_3,PMM,Trans_reg_C
MGYG000000005_01810	216816.GS08_10375	0.0	1556.0	COG3345@1|root,COG3345@2|Bacteria,2GJJ1@201174|Actinobacteria,4CZJB@85004|Bifidobacteriales	201174|Actinobacteria	G	Glycosyl hydrolase family 36 N-terminal domain	-	-	3.2.1.22	ko:K07407	ko00052,ko00561,ko00600,ko00603,map00052,map00561,map00600,map00603	-	R01101,R01103,R01104,R01194,R01329,R02926,R03634,R04019,R04470,R05549,R05961,R06091	RC00049,RC00059,RC00451	ko00000,ko00001,ko01000	-	-	-	Glyco_hydro_36C,Glyco_hydro_36N,Melibiase
MGYG000000005_01843	216816.GS08_09405	2.25e-190	531.0	COG0340@1|root,COG0340@2|Bacteria,2GN8Q@201174|Actinobacteria,4D0R8@85004|Bifidobacteriales	201174|Actinobacteria	H	Biotin/lipoate A/B protein ligase family	birA	-	6.3.4.15	ko:K03524	ko00780,ko01100,map00780,map01100	-	R01074,R05145	RC00043,RC00070,RC00096,RC02896	ko00000,ko00001,ko01000,ko03000	-	-	-	BPL_C,BPL_LplA_LipB,BPL_LplA_LipB_2
MGYG000000005_01879	158787.BSCA_2244	0.0	882.0	COG4868@1|root,COG4868@2|Bacteria,2GNQZ@201174|Actinobacteria,4CZZI@85004|Bifidobacteriales	201174|Actinobacteria	S	Domain of unknown function (DUF1846)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1846,rve
MGYG000000005_01911	216816.GS08_06510	8.74e-167	468.0	COG4584@1|root,COG4584@2|Bacteria,2IBDV@201174|Actinobacteria,4CZS6@85004|Bifidobacteriales	201174|Actinobacteria	L	PFAM Integrase catalytic	-	-	-	-	-	-	-	-	-	-	-	-	HTH_7,IstB_IS21,rve
MGYG000000005_00847	326426.Bbr_1169	4.89e-263	724.0	COG0738@1|root,COG0738@2|Bacteria,2HWKN@201174|Actinobacteria,4CYRZ@85004|Bifidobacteriales	201174|Actinobacteria	G	Major Facilitator Superfamily	-	-	-	-	-	-	-	-	-	-	-	-	MFS_1
MGYG000000005_00784	326426.Bbr_1230	8.89e-115	335.0	COG0290@1|root,COG0290@2|Bacteria,2GJGT@201174|Actinobacteria,4CZA3@85004|Bifidobacteriales	201174|Actinobacteria	J	IF-3 binds to the 30S ribosomal subunit and shifts the equilibrum between 70S ribosomes and their 50S and 30S subunits in favor of the free subunits, thus enhancing the availability of 30S subunits on which protein synthesis initiation begins	infC	GO:0003674,GO:0003676,GO:0003723,GO:0003743,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006412,GO:0006413,GO:0006518,GO:0006807,GO:0006996,GO:0008135,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016020,GO:0016043,GO:0019538,GO:0022411,GO:0032790,GO:0032984,GO:0032988,GO:0034641,GO:0034645,GO:0040007,GO:0043021,GO:0043022,GO:0043043,GO:0043170,GO:0043603,GO:0043604,GO:0043933,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0044877,GO:0071704,GO:0071826,GO:0071840,GO:0071944,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1903008	-	ko:K02520	-	-	-	-	ko00000,ko03012,ko03029	-	-	-	IF3_C,IF3_N
MGYG000000005_01364	216816.GS08_06835	2.33e-180	505.0	COG5479@1|root,COG5479@2|Bacteria,2HYIN@201174|Actinobacteria,4CYU1@85004|Bifidobacteriales	201174|Actinobacteria	M	Converts alpha-N-acetylneuranimic acid (Neu5Ac) to the beta-anomer, accelerating the equilibrium between the alpha- and beta-anomers. Probably facilitates sialidase-negative bacteria to compete sucessfully for limited amounts of extracellular Neu5Ac, which is likely taken up in the beta-anomer. In addition, the rapid removal of sialic acid from solution might be advantageous to the bacterium to damp down host responses	-	-	-	-	-	-	-	-	-	-	-	-	LysM
MGYG000000005_00670	216816.GS08_07280	1.65e-211	585.0	COG0284@1|root,COG0284@2|Bacteria,2GKWK@201174|Actinobacteria,4D2UX@85004|Bifidobacteriales	201174|Actinobacteria	F	Essential for recycling GMP and indirectly, cGMP	pyrF	-	4.1.1.23	ko:K01591	ko00240,ko01100,map00240,map01100	M00051	R00965	RC00409	ko00000,ko00001,ko00002,ko01000	-	-	-	Guanylate_kin,OMPdecase
MGYG000000005_00728	216816.GS08_07565	1.02e-178	498.0	COG1402@1|root,COG1402@2|Bacteria,2HCRK@201174|Actinobacteria,4CZW9@85004|Bifidobacteriales	201174|Actinobacteria	S	Creatinine amidohydrolase	-	-	3.5.2.10	ko:K01470	ko00330,map00330	-	R01884	RC00615	ko00000,ko00001,ko01000	-	-	-	Creatininase,Smr
MGYG000000005_00523	216816.GS08_03000	8.58e-287	790.0	COG1757@1|root,COG1757@2|Bacteria,2I8CQ@201174|Actinobacteria,4CZ4U@85004|Bifidobacteriales	201174|Actinobacteria	C	Na H antiporter family protein	nhaC	-	-	ko:K03315	-	-	-	-	ko00000,ko02000	2.A.35	-	-	Na_H_antiporter
MGYG000000005_00585	1437609.BCAL_1026	3.52e-05	46.2	COG0647@1|root,COG0647@2|Bacteria,2GK7V@201174|Actinobacteria,4CZ1Z@85004|Bifidobacteriales	201174|Actinobacteria	G	Haloacid dehalogenase-like hydrolase	-	-	-	-	-	-	-	-	-	-	-	-	Hydrolase_6,Hydrolase_like
MGYG000000005_01787	216816.GS08_03600	1.33e-205	571.0	COG1272@1|root,COG1272@2|Bacteria,2GJGQ@201174|Actinobacteria,4CZGT@85004|Bifidobacteriales	201174|Actinobacteria	S	Haemolysin-III related	hlyIII	-	-	ko:K11068	-	-	-	-	ko00000,ko02042	-	-	-	HlyIII
MGYG000000005_00495	216816.GS08_02870	6.71e-207	572.0	COG1737@1|root,COG1737@2|Bacteria,2HY2W@201174|Actinobacteria,4D050@85004|Bifidobacteriales	201174|Actinobacteria	K	Helix-turn-helix domain, rpiR family	-	-	-	-	-	-	-	-	-	-	-	-	HTH_6,SIS
MGYG000000005_00452	216816.GS08_02720	7.16e-233	642.0	COG1609@1|root,COG1609@2|Bacteria,2GJ5Q@201174|Actinobacteria,4D040@85004|Bifidobacteriales	201174|Actinobacteria	K	helix_turn _helix lactose operon repressor	-	-	-	-	-	-	-	-	-	-	-	-	LacI,Peripla_BP_1,Peripla_BP_3
MGYG000000005_01855	216816.GS08_02540	5.44e-249	695.0	COG0714@1|root,COG0714@2|Bacteria,2GK07@201174|Actinobacteria,4CZ3M@85004|Bifidobacteriales	201174|Actinobacteria	S	ATPase family associated with various cellular activities (AAA)	-	-	-	ko:K03924	-	-	-	-	ko00000,ko01000	-	-	-	AAA_3
MGYG000000005_00400	216816.GS08_02315	7.17e-296	809.0	COG2816@1|root,COG2816@2|Bacteria,2GJZY@201174|Actinobacteria,4CZE5@85004|Bifidobacteriales	201174|Actinobacteria	L	NADH pyrophosphatase zinc ribbon domain	nudC	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	3.6.1.22	ko:K03426	ko00760,ko01100,ko04146,map00760,map01100,map04146	-	R00103,R03004,R11104	RC00002	ko00000,ko00001,ko01000	-	-	-	Ion_trans_2,NUDIX,NUDIX-like,TrkA_N,zf-NADH-PPase
MGYG000000005_00017	216816.GS08_08105	3.19e-108	312.0	COG3727@1|root,COG3727@2|Bacteria,2IKPY@201174|Actinobacteria,4D0R6@85004|Bifidobacteriales	201174|Actinobacteria	L	May nick specific sequences that contain T G mispairs resulting from m5C-deamination	vsr	-	-	ko:K07458	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	Vsr
MGYG000000005_00051	1437610.BREU_1237	2.67e-49	159.0	2B5E2@1|root,31Y8I@2|Bacteria,2GQWF@201174|Actinobacteria	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000005_00311	1435051.BMOU_1596	5.05e-47	150.0	COG1837@1|root,COG1837@2|Bacteria,2IQ4C@201174|Actinobacteria,4D16Z@85004|Bifidobacteriales	201174|Actinobacteria	S	Belongs to the UPF0109 family	-	GO:0008150,GO:0040007	-	ko:K06960	-	-	-	-	ko00000	-	-	-	KH_4
MGYG000000005_00890	216816.GS08_05720	3.74e-219	606.0	COG0575@1|root,COG0575@2|Bacteria,2I7ZA@201174|Actinobacteria,4CYZM@85004|Bifidobacteriales	201174|Actinobacteria	I	Cytidylyltransferase family	cdsA	-	2.7.7.41	ko:K00981	ko00564,ko01100,ko01110,ko04070,map00564,map01100,map01110,map04070	M00093	R01799	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	-	CTP_transf_1
MGYG000000005_00923	216816.GS08_05525	3.85e-259	711.0	COG0176@1|root,COG0176@2|Bacteria,2GMF9@201174|Actinobacteria,4CZ3J@85004|Bifidobacteriales	201174|Actinobacteria	H	Transaldolase is important for the balance of metabolites in the pentose-phosphate pathway	tal	-	2.2.1.2	ko:K00616	ko00030,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map01100,map01110,map01120,map01130,map01200,map01230	M00004,M00007	R01827	RC00439,RC00604	ko00000,ko00001,ko00002,ko01000	-	-	-	TAL_FSA
MGYG000000005_01079	158787.BSCA_2234	2.12e-14	71.6	COG0474@1|root,COG0474@2|Bacteria,2GJJC@201174|Actinobacteria,4D20B@85004|Bifidobacteriales	201174|Actinobacteria	P	Cation transporter/ATPase, N-terminus	-	-	3.6.3.8	ko:K01537	-	-	-	-	ko00000,ko01000	3.A.3.2	-	-	Cation_ATPase,Cation_ATPase_C,Cation_ATPase_N,E1-E2_ATPase,HAD,Hydrolase,Hydrolase_3
MGYG000000005_01047	1437610.BREU_0167	4.4e-182	529.0	COG1376@1|root,COG1376@2|Bacteria,2GQ7D@201174|Actinobacteria,4CZ5A@85004|Bifidobacteriales	201174|Actinobacteria	S	L,D-transpeptidase catalytic domain	-	-	-	-	-	-	-	-	-	-	-	-	PG_binding_4,YkuD
MGYG000000005_00372	216816.GS08_02190	3.67e-174	486.0	COG2356@1|root,COG2356@2|Bacteria,2GJ38@201174|Actinobacteria,4CZCY@85004|Bifidobacteriales	201174|Actinobacteria	L	Protein of unknown function (DUF1524)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1524
MGYG000000005_00959	216816.GS08_04980	1.8e-220	608.0	COG0583@1|root,COG0583@2|Bacteria,2HZCU@201174|Actinobacteria,4CZT8@85004|Bifidobacteriales	201174|Actinobacteria	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
MGYG000000005_00124	216816.GS08_08710	8.69e-223	618.0	COG1983@1|root,COG1983@2|Bacteria,2GIVS@201174|Actinobacteria,4CZZT@85004|Bifidobacteriales	201174|Actinobacteria	KT	PspC domain	pspC	-	-	-	-	-	-	-	-	-	-	-	DUF2154,PspC
MGYG000000005_01863	216816.GS08_03765	1.89e-226	623.0	COG0327@1|root,COG0327@2|Bacteria,2GKHZ@201174|Actinobacteria,4CYXC@85004|Bifidobacteriales	201174|Actinobacteria	L	NIF3 (NGG1p interacting factor 3)	-	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	-	-	-	-	-	-	-	-	-	-	NIF3,NUDIX
MGYG000000005_01094	216816.GS08_04275	1.56e-259	713.0	COG4260@1|root,COG4260@2|Bacteria,2HUEV@201174|Actinobacteria,4CZKS@85004|Bifidobacteriales	201174|Actinobacteria	S	Short C-terminal domain	-	-	-	-	-	-	-	-	-	-	-	-	Band_7_1,DUF4339,DZR,SHOCT,zf-ribbon_3,zinc_ribbon_2
MGYG000000005_00129	216816.GS08_08735	8.4e-259	709.0	COG2334@1|root,COG2334@2|Bacteria,2I8JD@201174|Actinobacteria,4D06K@85004|Bifidobacteriales	201174|Actinobacteria	S	Phosphotransferase enzyme family	-	-	2.7.1.162	ko:K13059	-	-	R08962	RC00002,RC00078	ko00000,ko01000	-	-	-	APH
MGYG000000005_00163	216816.GS08_08955	5.16e-218	601.0	COG0101@1|root,COG0101@2|Bacteria,2GJ6C@201174|Actinobacteria,4CZ8H@85004|Bifidobacteriales	201174|Actinobacteria	J	Formation of pseudouridine at positions 38, 39 and 40 in the anticodon stem and loop of transfer RNAs	truA	GO:0001522,GO:0003674,GO:0003824,GO:0005575,GO:0005618,GO:0005623,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009451,GO:0009982,GO:0009987,GO:0010467,GO:0016070,GO:0016853,GO:0016866,GO:0030312,GO:0031119,GO:0034470,GO:0034641,GO:0034660,GO:0040007,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044464,GO:0046483,GO:0071704,GO:0071944,GO:0090304,GO:1901360	5.4.99.12	ko:K06173	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	PseudoU_synth_1
MGYG000000005_00195	216816.GS08_09125	0.0	1736.0	COG1523@1|root,COG1523@2|Bacteria,2GJ00@201174|Actinobacteria,4CYZ1@85004|Bifidobacteriales	201174|Actinobacteria	G	Belongs to the glycosyl hydrolase 13 family	glgX	-	3.2.1.196,3.2.1.68	ko:K01214,ko:K02438	ko00500,ko01100,ko01110,map00500,map01100,map01110	M00565	R02111,R09995,R11261	-	ko00000,ko00001,ko00002,ko01000	-	CBM48,GH13	-	Alpha-amylase,CBM_48
MGYG000000005_00264	216816.GS08_01500	8.16e-154	431.0	COG2954@1|root,COG2954@2|Bacteria,2GWD8@201174|Actinobacteria,4CZKD@85004|Bifidobacteriales	201174|Actinobacteria	S	CYTH	-	-	-	-	-	-	-	-	-	-	-	-	CYTH
MGYG000000005_00300	326426.Bbr_1683	4.13e-180	501.0	COG0745@1|root,COG0745@2|Bacteria,2GKFS@201174|Actinobacteria,4CZTX@85004|Bifidobacteriales	201174|Actinobacteria	KT	Transcriptional regulatory protein, C terminal	regX3	GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0006355,GO:0008150,GO:0009405,GO:0009889,GO:0010468,GO:0010556,GO:0010565,GO:0019216,GO:0019217,GO:0019219,GO:0019220,GO:0019222,GO:0031323,GO:0031326,GO:0044419,GO:0048583,GO:0050789,GO:0050794,GO:0051171,GO:0051174,GO:0051252,GO:0051704,GO:0060255,GO:0062012,GO:0065007,GO:0080090,GO:0080134,GO:0097159,GO:1901363,GO:1902882,GO:1903506,GO:2000112,GO:2001141	-	ko:K07776	ko02020,map02020	M00443	-	-	ko00000,ko00001,ko00002,ko02022	-	-	-	Response_reg,Trans_reg_C
